sub,state,city,age,sdacown,sdacee,sdacnotnec,sdacwant,sdacss,sdacnotworth,sdacqol,sdacnotbad,sdacee2x,siwastee,sidivest,sirenslow,sirenair,siglobal,siccdrastic,sisoc,sicccit,siccgov,siccrich,siccus,sicclux,sieeworth,siwestcut,siev,sisolar,sisolarenv,sifoodwaste,simeat,sidevair,siairpol,sinewbldg,sirenter,sirichstd,sisuccess,sicomfort,sisaving,siwaste,dacown,dacee,dacee2x,dacnotnec,dacss,dacnotworth,dacqol,dacnotbad,pacee2x,pacnotnec,pacss,pacnotworth,pacqol,pacnotbad,bacvsother,bpayeeac,bpubtrans,attention,gender,gender_text,race,race_text,edu,edu_text,employ,marital,income,income_text,home,monthlyexp,residence,politics,party,class,n4wheel,n2wheel,time
R_2DMFFfJyQ50Dhft,33,Dutchees county ny,41,4,7,1,7,6,1,7,2,6,6,6,6,6,6,2,5,2,2,3,3,2,5,5,6,6,3,2,3,6,6,7,5,5,5,5,2,6,6,4,7,4,6,1,6,7,6,3,5,2,6,5,6,4,5,5,1,,3,,4,,student,1,1,,2,350,3,7,1,4,0,0,1130
R_1rwYcuC4ks0NPuq,33,New york,34,3,2,2,6,1,2,5,4,3,2,3,2,3,2,5,4,3,5,2,6,2,2,4,4,4,3,1,2,2,4,2,1,6,1,4,4,6,5,5,4,4,4,4,4,4,4,5,2,1,2,1,4,1,3,5,2,,3,,4,,private,1,6,,2,2500,1,6,1,3,1,0,2197
R_O28cHapwUY2VzFv,45,Dallas,44,5,6,3,5,2,3,4,5,4,5,3,4,4,3,3,5,2,3,2,4,2,3,3,3,3,5,4,2,2,5,4,6,5,3,4,4,4,6,6,6,2,4,3,4,4,6,5,2,1,5,3,5,3,1,5,2,,2,,6,,self,3,8,,2,900,2,4,3,3,1,0,765
R_210wDDuKEsqgdgb,45,Fort Worth ,41,7,2,1,7,2,2,6,2,3,2,4,5,4,4,3,5,3,5,4,6,4,3,4,4,3,4,2,4,4,4,5,2,3,4,4,6,2,6,5,6,7,6,5,5,4,5,7,6,1,6,6,6,1,1,5,2,,3,,8,,self,1,9,,1,300,1,2,1,3,3,0,1649
R_3O3mPmjjNAXcSEQ,33,Brooklyn,67,6,4,2,7,6,3,5,3,3,3,3,3,6,3,4,4,2,5,3,5,3,2,4,4,3,4,3,2,3,5,5,5,3,3,3,4,3,6,5,5,4,4,3,4,3,7,6,5,4,3,1,1,3,7,5,2,,7,,4,,retire,5,3,,2,1500,1,7,1,5,0,0,906
R_3mn4YQrdEGYuFKh,45,Harlingen,64,7,1,1,7,1,5,7,5,1,3,7,6,2,2,3,7,7,2,2,1,5,6,1,3,1,6,4,2,2,2,2,3,4,3,7,4,2,4,1,1,1,1,2,7,7,1,1,1,1,7,7,7,0,1,5,2,,"1,7",,6,,handi,2,6,,3,1800,1,2,2,3,1,0,1061
R_2dshAbVOrnSOGUG,45,Texarkana ,28,7,4,2,7,3,3,5,5,3,6,4,4,6,3,5,3,3,2,2,3,3,2,4,4,4,3,6,5,5,5,5,4,5,4,4,4,2,3,3,3,2,4,5,5,4,3,4,7,7,6,4,3,2,4,5,2,,1,,4,,private,4,9,,2,2000,2,4,3,3,2,0,431
R_2aIvXMNoS1Znw01,45,Arlington ,50,6,6,1,7,5,1,7,7,5,6,5,3,5,2,2,6,4,6,2,4,3,2,2,2,4,6,2,4,3,2,5,3,4,3,3,3,6,7,5,4,1,4,1,7,7,3,1,1,1,7,7,3,2,1,5,2,,3,,3,,private,1,7,,2,2500,1,5,1,4,1,0,917
R_27VByuywryoBUPW,33,Brooklyn ,33,6,6,1,7,5,2,6,3,6,2,4,6,4,2,4,6,2,6,3,6,6,3,2,7,4,5,5,3,4,4,6,1,7,7,2,2,7,4,6,5,4,7,4,6,2,6,2,7,2,6,2,6,1,2,5,2,,2,,2,,self,2,7,,1,3000,1,4,3,4,1,0,1309
R_2rCsdQsawmSyhTC,33,New york city,43,7,6,3,6,6,2,7,7,7,4,7,7,5,2,7,5,3,6,3,5,5,5,4,5,5,3,1,1,2,7,7,5,7,3,5,3,6,6,3,2,2,6,2,7,6,4,5,5,4,7,7,4,3,1,5,1,,"1,3",,8,,private,2,13,,1,10000,1,1,1,1,3,4,1209
R_1plofayNGpi9y6R,33,New York City,35,3,5,2,6,6,3,6,6,3,3,2,4,3,5,6,5,6,3,3,3,3,5,2,6,4,3,1,2,6,6,3,5,5,5,4,5,5,6,5,6,6,5,5,5,6,6,7,5,3,4,5,5,2,5,5,1,,3,,6,,private,2,9,,1,5000,1,6,1,2,3,4,894
R_1MXT84MqzR4vkxX,45,Austin,39,5,3,5,7,6,3,4,5,2,2,4,1,4,4,4,5,2,5,6,5,4,5,3,2,1,4,6,2,2,3,2,7,6,3,5,7,1,6,4,5,2,4,4,5,5,5,5,6,1,6,5,5,2,1,5,2,,7,,6,,homemaker,2,10,,1,3500,2,6,1,2,2,0,2221
R_1fmiSYFDFxkcJ9j,33,Albany,26,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,5,3,3,4,4,4,4,4,2,4,4,4,4,3,3,4,4,3,3,3,4,4,4,3,3,4,4,3,5,4,4,4,4,3,4,4,5,1,,7,,6,,gov,1,10,,1,3000,2,3,1,4,1,1,374
R_2UbVQH6kDeJ4JeV,45,Laredo,44,3,6,4,6,3,3,5,2,2,1,2,2,2,2,2,5,1,3,5,2,4,4,2,3,3,2,2,1,3,2,4,2,4,3,2,4,4,5,5,5,3,3,3,5,3,3,1,1,7,4,4,1,0,1,5,1,,4,,2,,self,1,2,,3,800,1,4,1,5,0,0,644
R_3haanODuANu8Cp5,33,Springfield Gardens ,33,6,3,1,6,4,3,6,4,4,6,4,2,7,2,5,4,3,4,4,5,2,3,1,2,3,1,2,1,3,1,4,4,7,1,3,1,6,6,4,4,1,1,4,5,4,5,1,4,4,7,5,5,1,2,5,1,,3,,5,,private,1,3,,3,400,2,4,1,4,1,0,2310
R_2azB6vHvyM6NHQD,45,Houston ,22,7,6,2,7,6,2,7,6,5,6,4,4,6,6,5,5,2,6,3,5,3,6,2,5,7,5,4,3,2,4,7,3,2,5,5,5,2,6,3,4,5,4,6,7,6,4,5,5,5,6,4,7,0,6,5,1,,"3,7",,2,,unemploy,1,3,,3,5000,2,3,3,3,0,0,436
R_1qVQYaONV8s972p,33,Brooklyn,28,6,4,2,6,2,3,6,4,2,2,2,2,3,3,2,3,6,4,2,2,3,2,2,3,6,3,2,2,1,5,6,3,3,3,3,5,6,6,5,4,4,4,5,6,6,4,2,5,4,5,5,3,1,6,5,2,,2,,2,,unemploy,1,4,,2,1500,1,4,3,4,0,0,3239
R_3j0XFTjoppmmlSA,33,Rochester ,21,4,2,4,6,5,3,5,3,2,4,3,4,4,1,4,2,5,1,2,2,5,4,3,2,2,2,4,5,4,2,3,3,3,2,2,5,3,2,2,5,3,1,2,5,2,5,3,4,4,6,4,2,0,7,5,2,,"3,7",,5,,self,1,1,,2,570,1,2,1,5,0,0,718
R_3it0Rav0L4uJ9L5,33,New York ,56,6,3,2,7,4,2,7,7,2,6,4,5,2,5,3,6,3,6,5,6,4,4,3,6,3,3,4,2,3,5,3,6,7,2,3,6,3,7,6,2,2,1,2,4,4,6,2,2,4,6,2,6,1,6,5,1,,3,,8,,private,3,9,,2,2000,1,7,1,3,1,0,1161
R_2EiSiASUtF8C6Ek,33,Rensselaer,26,4,3,2,6,1,2,7,6,2,3,6,6,3,6,4,6,5,4,4,4,3,4,3,3,3,3,3,4,4,3,3,3,6,3,6,6,2,6,5,4,1,1,2,6,7,4,5,2,3,5,5,1,1,1,5,2,,2,,10,,private,2,13,,2,650,1,5,1,2,2,0,364
R_21gkYbO0xift3Wz,33,Bronx,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,7,5,1,,3,,1,,unemploy,1,1,,2,14218,1,4,1,5,0,0,582
R_yKEpiNtdovMPKzT,33,Queens,20,4,4,4,6,4,4,5,4,4,5,4,4,5,5,5,4,4,3,4,4,5,5,4,5,4,5,3,3,4,4,4,4,5,4,4,3,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,5,5,2,,2,,2,,student,1,2,,2,7000,1,5,1,3,1,0,607
R_3MF4YWKBWWg06Z8,33,Rochester ,18,4,3,3,6,4,2,6,6,2,6,6,5,3,3,4,5,6,6,3,4,5,6,2,4,2,6,3,3,3,2,5,3,6,2,5,2,7,6,3,2,2,2,2,5,4,3,3,2,2,5,4,4,2,2,5,1,,3,,4,,student,1,7,,1,2500,1,4,1,3,3,0,3134
R_3q9FY9ufVb1PELf,33,auburn,44,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,5,1,,7,,6,,private,2,10,,1,2000,2,4,1,3,0,0,1965
R_3EbA8VBc32XVyA7,45,Houston,26,5,6,2,5,3,2,6,3,6,3,4,3,5,2,4,4,4,5,3,2,5,6,3,6,5,2,2,3,4,4,4,2,4,3,5,4,4,5,6,5,2,2,4,5,2,7,1,4,2,7,2,7,3,1,5,1,,4,,6,,self,1,4,,1,300,2,6,1,4,2,2,895
R_RQADsCCNfuSg1kR,45,Brazoria,24,6,3,2,7,2,2,5,4,4,5,2,3,4,3,4,5,3,4,4,3,4,3,4,3,3,4,5,2,5,3,3,5,5,5,3,5,3,4,5,5,4,3,4,3,4,5,2,2,3,4,5,3,2,3,5,2,,7,,2,,homemaker,1,10,,1,2000,3,1,2,2,0,3,1437
R_2aW9HgcdczZncXC,33,New York ,62,6,6,2,7,6,4,6,6,5,4,5,3,4,5,4,5,5,4,5,4,5,6,5,3,5,5,4,5,5,4,3,5,7,3,6,6,6,6,4,6,5,6,2,4,6,4,5,2,4,6,7,3,3,4,5,1,,3,,4,,unemploy,2,12,,2,3000,1,4,1,3,0,2,554
R_2zGVg606S6MQMTX,45,Ft Worth,37,4,2,3,4,1,3,7,4,1,4,2,2,4,5,4,6,4,3,2,3,6,5,3,3,2,7,5,2,2,4,1,6,6,2,6,3,3,6,4,5,2,1,3,6,4,3,2,1,4,7,3,3,3,3,5,1,,3,,3,,self,4,5,,2,1500,1,5,1,4,0,0,1841
R_24tSHdGYGKGPOD8,45,Austin,26,7,5,2,6,2,2,5,4,4,2,5,4,6,2,5,5,2,5,2,5,4,3,5,4,4,4,4,4,3,4,5,3,6,4,3,5,5,6,5,5,4,2,4,5,5,5,3,2,3,5,4,3,2,2,5,2,,2,,6,,other,1,8,,1,900,1,4,1,2,3,0,1253
R_2qdZSuRhYO0SpZC,33,Saratoga,61,6,5,4,4,4,3,3,4,2,2,2,3,2,3,2,4,4,4,4,2,6,4,4,5,5,2,2,5,4,7,4,3,4,6,3,4,6,7,4,4,4,5,4,4,4,4,6,4,5,4,4,4,2,2,5,1,,4,,8,,unemploy,1,9,,2,420,2,4,3,3,1,0,933
R_2THv3AUqfvkQ1lt,45,Dallas ,27,6,5,1,5,4,3,5,5,4,3,4,5,5,4,4,4,5,6,5,3,4,4,3,5,5,4,4,5,5,3,3,5,3,3,4,5,4,4,4,3,4,4,5,5,5,4,3,5,4,4,4,4,2,1,5,1,,4,,2,,other,1,9,,1,400,2,3,1,3,3,0,1085
R_1iqShZmQMKj4LVf,45,bryan,40,6,4,1,7,3,3,3,4,3,2,2,4,6,5,1,4,5,3,4,2,5,6,6,4,4,4,2,5,2,3,6,6,5,3,5,5,5,4,3,2,4,3,6,4,4,5,5,4,3,4,4,3,1,4,5,1,,3,,5,,handi,3,8,,2,1000,2,4,1,4,1,1,549
R_3Jbk13WU3J3nCy9,33,Manhattan ,25,5,4,4,6,4,2,4,4,1,4,2,3,5,2,3,3,3,4,3,3,2,4,2,3,2,2,3,5,4,3,2,3,4,3,2,2,5,7,4,3,4,4,2,4,4,5,3,6,6,3,5,4,3,5,5,2,,4,,6,,gov,2,11,,2,200,1,7,1,3,1,0,1076
R_2v1BjtPDyM0jYd7,33,Jamaica New York,37,6,4,4,7,4,5,4,5,4,3,4,5,5,3,5,4,3,5,3,4,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,0,5,5,2,,3,,4,,gov,6,8,,2,500,1,5,1,4,0,0,783
R_BWGGRmNFa1RN4jv,33,New York,23,7,5,1,7,1,1,7,5,6,2,5,5,5,5,5,6,6,3,6,3,2,5,3,4,3,6,5,3,2,2,3,5,7,3,6,5,5,4,4,4,4,4,4,4,4,4,1,2,1,7,4,3,1,6,5,2,,3,,2,,unemploy,1,4,,2,300,1,4,3,5,0,0,1416
R_3JKPEaXo6AdQx4j,45,Houston,22,7,3,2,7,7,2,6,5,2,1,6,5,3,3,2,5,2,4,3,2,3,6,2,2,2,6,6,2,3,4,4,6,5,5,4,7,2,4,5,5,4,3,3,5,2,5,1,4,1,7,3,6,0,1,5,2,,2,,6,,private,1,7,,2,1500,1,7,1,2,1,0,1089
R_WBEUW2kf7NNn4Rj,45,Houston,29,7,4,1,7,1,2,7,5,4,4,6,5,5,4,3,5,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,5,3,4,5,4,6,4,4,1,1,1,7,1,1,1,1,1,7,6,5,0,1,5,1,,4,,5,,private,2,7,,3,1200,2,3,3,3,2,0,1222
R_2CvyeQAqWlTBrNZ,45,Brownsville ,31,7,3,2,7,7,4,4,5,4,3,4,4,4,3,4,4,3,4,3,4,4,4,5,2,3,4,2,5,4,3,5,4,4,4,5,4,4,7,6,5,4,4,4,4,4,4,3,4,4,5,5,3,1,5,5,2,,4,,2,,unemploy,2,5,,2,1300,1,4,1,5,2,0,1469
R_R8E2oQQmECW9B17,45,Austin ,18,6,4,3,5,3,3,4,4,3,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,2,3,3,3,3,4,3,3,4,4,4,4,5,4,3,5,4,4,4,5,4,3,3,2,3,4,4,4,2,2,5,2,,2,,2,,student,1,10,,1,260,1,6,1,3,3,0,2185
R_2ujuMipmdaLQKPf,33,Manhattan NY,42,6,6,1,7,4,5,6,6,4,5,6,4,6,6,6,4,4,4,4,4,4,3,5,6,6,5,6,6,6,5,5,5,6,6,5,5,6,5,6,4,6,6,3,6,3,5,1,7,1,7,1,6,4,3,5,2,,4,,5,,self,4,3,,2,900,2,5,3,3,1,2,1393
R_1LBTceiBBirCjew,33,New York city,30,6,6,1,6,5,3,5,2,4,4,5,4,4,5,4,4,4,5,4,5,4,5,5,5,3,3,3,5,5,3,5,4,3,5,4,4,3,5,5,5,5,5,5,3,5,4,5,4,3,3,3,6,4,6,5,1,,2,,6,,private,2,9,,1,1000,1,4,3,4,1,0,360
R_1i9cKRdonfsgYsF,33,Brooklyn,42,6,6,3,6,2,2,6,6,3,4,3,5,3,3,3,3,1,7,1,5,2,4,3,3,2,3,2,3,4,4,4,2,3,5,2,2,2,6,2,2,2,4,4,4,4,3,2,4,4,6,6,3,1,1,5,2,,3,,4,,homemaker,2,7,,2,2000,1,4,1,4,0,0,549
R_qINQFPD0w9uXQIh,33,New York ,25,5,2,5,6,2,4,3,3,3,3,3,4,5,3,5,4,2,5,6,4,3,4,3,5,5,2,5,5,5,5,3,5,4,5,5,3,4,5,3,4,2,5,5,3,3,6,5,5,5,5,3,5,3,5,5,1,,3,,5,,self,1,5,,2,1500,2,5,1,3,2,1,501
R_QmoOqjrV8AU7N9T,33,New York ,35,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,4,3,3,4,3,3,5,5,4,5,5,4,5,5,5,5,5,4,4,4,5,2,5,5,2,,4,,4,,private,2,10,,1,1000,1,5,1,4,1,0,1829
R_1rjYIyq2FuK7XlG,45,Odessa,45,7,5,1,7,7,4,7,3,2,2,1,3,5,1,2,7,1,7,1,7,1,7,7,5,5,6,1,6,2,7,1,1,7,7,4,1,7,2,3,2,7,6,2,6,5,5,2,4,2,2,4,4,0,4,5,1,,3,,4,,private,3,6,,1,800,2,2,3,4,1,0,752
R_rlhCwchCgA70wFj,33,Fabius ,22,6,6,5,6,6,5,5,5,6,6,5,6,7,5,6,5,6,6,5,5,6,6,7,3,6,4,6,6,6,4,6,6,5,6,6,5,6,6,6,6,5,6,6,7,6,6,6,6,6,6,6,6,2,7,5,1,,4,,2,,private,1,5,,1,20000,3,4,3,3,4,1,475
R_1roZiQ5ZUPIzzTW,45,Houston,50,5,5,2,6,6,2,7,7,4,2,3,3,6,4,4,3,4,5,3,6,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,3,2,6,6,6,6,6,6,6,6,6,2,5,2,6,6,6,2,4,5,2,,4,,2,,private,3,13,,1,280,1,4,1,4,3,2,1512
R_1Dua2ZI3qZxh8Lj,45,Caldwell,48,5,4,2,2,2,3,6,5,5,3,5,3,2,3,3,3,4,7,3,2,7,5,5,6,5,2,4,5,5,6,3,3,6,3,2,4,3,4,4,4,3,3,4,5,5,5,6,6,6,5,6,6,1,6,5,2,,4,,6,,private,1,5,,2,2000,1,3,1,4,1,1,915
R_1kY7FuMbCVQk2jh,45,Houston,57,7,6,7,7,6,5,7,5,3,5,4,5,6,6,5,7,6,5,6,6,6,6,7,5,5,6,6,7,5,5,7,7,6,2,1,7,7,5,5,3,6,1,4,4,4,2,2,1,2,7,6,6,1,4,5,2,,4,,2,,private,3,5,,1,350,1,2,2,4,0,0,790
R_tQUNdvip5QP57t7,33,Brooklyn ,40,7,7,1,7,7,1,7,1,4,1,5,4,7,5,5,5,5,5,4,5,4,4,3,4,3,4,3,4,3,4,4,4,3,3,4,4,4,3,3,4,3,3,4,3,3,6,2,2,5,5,5,4,3,4,5,2,,3,,6,,gov,2,7,,2,5000,1,6,1,3,2,2,657
R_1ghW1lH41B98aOo,45,Houston ,26,7,7,7,7,7,1,7,6,4,7,5,6,7,2,4,6,2,5,2,5,2,4,5,5,5,4,1,1,5,5,4,2,7,1,2,6,7,4,4,6,4,4,4,4,4,3,2,7,1,7,2,7,2,1,5,1,,3,,4,,student,1,10,,2,4000,2,4,3,3,1,0,638
R_SBQjA7oHc7NKewV,45,Houston,28,5,4,2,7,2,3,4,3,4,6,3,4,4,3,4,6,2,7,5,3,2,4,4,6,3,3,3,4,6,5,6,4,6,6,2,3,5,6,2,3,2,6,4,3,5,5,3,5,2,4,6,4,1,4,5,2,,"1,3",,2,,other,1,6,,2,900,2,4,3,4,1,0,648
R_cvjncSvIxqRsDXr,33,White plains ,25,3,2,4,4,1,3,3,1,7,4,1,2,7,3,3,3,2,4,4,4,4,2,4,4,6,2,5,2,3,5,3,3,5,4,2,6,3,4,5,2,3,1,2,3,4,2,4,3,5,5,5,4,5,3,5,2,,6,,2,,gov,1,4,,2,2000,1,4,3,5,0,0,617
R_3lxF55zDHKbCNTS,45,Dallas,40,2,3,5,2,4,6,4,3,4,3,5,4,4,1,3,3,1,6,3,6,1,4,2,4,6,4,5,4,6,4,6,5,5,2,6,5,2,7,5,5,1,2,2,5,5,4,1,1,3,5,4,5,1,3,5,1,,3,,5,,unemploy,1,5,,2,350,1,4,1,5,1,0,1085
R_tJKHBhXpFqWMwX7,33,New York,27,4,3,3,6,3,3,5,6,4,4,4,5,3,5,4,5,5,4,2,3,5,5,2,3,3,5,6,3,2,3,3,6,6,2,5,6,2,5,5,5,3,4,3,5,4,4,3,2,4,5,4,4,1,7,5,2,,3,,4,,unemploy,1,1,,2,275,1,7,3,5,0,0,1311
R_3HHyglvAY05Xh9f,45,Dallas,63,4,5,3,4,3,4,4,5,2,2,5,5,2,5,2,6,2,3,2,2,3,3,2,2,2,5,4,2,2,2,3,6,3,4,5,5,3,4,5,4,4,4,3,5,4,3,1,2,2,5,5,6,1,1,5,1,,2,,11,,retire,1,9,,2,1500,1,3,3,3,1,0,1591
R_2rNlDNENMjFuYeD,33,Saint albans,31,6,2,2,6,4,3,4,2,2,2,2,2,2,2,2,3,2,6,5,2,3,4,2,2,2,2,2,2,2,5,2,2,2,2,2,2,1,6,2,2,2,6,2,6,2,6,6,2,2,6,4,6,1,5,5,2,,3,,8,,private,2,10,,2,2800,2,2,1,3,1,0,857
R_3Oq3nxcLBNiiaPC,33,Brooklyn,38,6,6,2,7,4,2,7,3,4,2,4,5,3,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,5,2,1,1,7,1,4,4,4,4,4,4,7,3,7,5,1,,3,,2,,self,1,7,,2,1000,1,5,3,4,1,0,676
R_SZaskM2Jy1uno8p,33,Bronx new york,36,6,5,3,6,1,2,4,2,3,2,3,2,3,3,3,7,2,5,2,4,2,3,3,3,2,3,1,4,3,3,3,2,6,3,3,2,6,7,4,4,6,3,1,7,3,4,3,1,2,5,4,1,1,7,5,1,,3,,6,,private,1,5,,2,500,1,4,1,4,0,0,716
R_2amIFEWMW5z8Wl2,33,Brooklyn ,19,6,4,4,7,5,4,5,5,6,6,7,6,6,6,6,6,5,5,7,6,5,6,5,6,4,4,6,5,3,7,5,7,6,7,4,6,4,6,7,6,7,4,7,5,7,4,4,5,4,4,4,4,3,3,5,1,,3,,2,,self,1,5,,2,3000,3,4,1,4,0,0,735
R_1DA3XfeYSgKyrvm,45,Plano,71,6,4,1,7,6,1,7,7,7,3,2,5,3,3,5,6,1,3,1,5,4,2,2,1,4,6,1,1,1,3,7,7,2,2,7,4,1,4,4,4,4,4,4,4,4,3,1,1,4,4,4,4,3,1,5,2,,3,,8,,retire,2,7,,2,3000,2,7,3,2,2,0,1500
R_3w05wmbQByCL7uF,45,Pasadena,44,6,4,3,6,2,3,6,3,4,2,3,4,4,4,3,4,4,5,3,4,3,5,4,4,3,4,3,3,4,4,4,3,4,5,3,3,5,7,4,4,4,4,4,4,4,3,1,2,4,6,4,1,1,3,5,2,,2,,5,,unemploy,1,1,,1,800,1,3,1,4,1,0,502
R_277CRRUNbf4kicb,33,Westchester ,30,6,3,1,7,1,1,7,7,2,2,7,4,2,1,2,7,6,1,1,2,1,7,1,1,1,1,4,1,1,1,4,4,7,4,7,4,6,7,3,4,1,1,1,7,7,2,2,1,1,7,7,5,0,1,5,1,,9,,5,,private,2,11,,1,1200,2,4,3,5,1,0,1779
R_1dGOWLe6X6NSdQE,33,New york,40,2,7,1,7,7,1,7,7,7,1,7,1,7,1,1,7,1,7,7,1,1,1,7,7,7,1,1,1,7,7,7,7,7,1,7,1,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,7,5,7,5,1,,4,,6,,private,1,11,,1,1000,1,4,1,3,1,1,951
R_reXy3mvCcBLEkNP,45,Houston,35,7,7,6,6,4,7,7,7,6,7,7,6,7,6,4,5,7,7,7,3,7,7,7,6,7,6,7,7,7,7,6,7,6,7,4,7,7,7,3,5,7,4,7,6,7,5,5,2,3,5,6,4,1,6,5,2,,4,,4,,homemaker,1,1,,2,150,1,4,3,5,1,0,2502
R_2Sfvb4girIi7aBD,33,brooklyn,35,6,2,2,6,6,7,6,6,2,1,4,2,1,4,2,7,6,1,6,2,1,7,2,3,2,2,2,1,6,6,6,2,5,2,4,1,7,4,4,4,2,2,7,6,4,1,6,1,2,7,6,7,3,6,5,2,,3,,2,,private,1,7,,3,200,1,4,1,3,0,0,746
R_279Wc89QjdLc08U,45,Houston ,49,6,5,2,7,3,2,6,4,4,3,5,3,4,5,3,3,2,4,2,4,2,3,3,3,3,3,2,4,2,4,4,4,4,4,3,3,6,4,5,5,4,4,4,4,5,5,2,4,2,6,4,5,0,2,5,2,,3,,6,,private,1,8,,2,1200,1,6,1,4,1,0,852
R_1esojd4LThIjypQ,33,Flushing ,48,5,2,3,3,1,2,6,3,2,2,5,5,4,2,3,5,4,4,1,3,2,5,2,5,2,5,2,2,1,5,5,2,4,5,3,3,5,4,4,4,4,5,4,4,4,1,3,1,4,4,4,1,0,4,5,1,,2,,6,,private,3,6,,2,2700,1,4,3,5,1,0,4193
R_XNaM61jHXi9sK8p,45,Waco,65,5,4,2,7,2,2,7,6,2,1,3,2,1,5,2,5,5,5,2,4,2,4,3,2,2,6,4,2,1,1,3,6,4,2,6,5,5,6,5,5,2,2,2,7,4,2,1,1,1,7,5,7,1,5,5,2,,3,,6,,unemploy,3,6,,2,450,2,4,1,4,0,0,1019
R_2DNTXq3yV2evffH,45,Fort Worth,23,5,4,3,6,3,4,6,6,5,4,4,6,4,5,6,5,5,6,6,5,3,4,4,3,6,2,3,6,5,5,2,1,6,3,3,4,4,6,5,4,3,6,3,6,4,6,4,6,3,6,6,5,1,6,5,1,,"4,7",,2,,private,1,5,,2,12000,2,6,1,3,1,0,440
R_80a8BzlflYZNoDn,45,Wylie,44,5,5,1,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,6,5,5,6,6,6,6,5,6,6,2,5,5,1,,4,,6,,private,2,11,,1,4000,2,6,1,3,3,0,763
R_2ctOQdEIVzrnKIR,33,Brooklyn ,27,6,1,1,7,1,1,7,3,7,2,4,7,7,1,7,7,1,7,1,7,1,3,7,3,7,1,1,2,7,7,4,1,2,5,1,2,7,7,1,7,1,3,7,1,7,7,7,1,1,5,1,1,2,7,5,2,,3,,2,,unemploy,1,7,,2,3000,1,7,1,3,0,0,1215
R_2YgeVDObV3H4PkY,45,Houston,45,6,5,2,5,3,2,2,2,2,2,5,4,4,2,5,4,4,3,4,5,1,4,2,2,3,3,5,2,3,5,3,4,6,3,4,5,2,4,5,3,2,5,2,6,4,5,2,1,2,4,4,6,4,2,5,2,,3,,6,,private,3,9,,1,1500,2,6,1,3,1,0,2234
R_1li8Ts6ZeGYs0YQ,45,Fort Worth,44,5,5,3,6,5,3,5,4,4,2,4,2,5,2,3,6,4,4,4,6,2,3,3,3,2,5,4,2,2,6,4,5,6,2,5,5,2,6,5,5,2,5,2,6,3,3,2,4,2,6,3,6,2,1,5,1,,3,,6,,private,2,9,,1,3000,1,5,1,3,3,1,3312
R_2tJ8YbidnWbf3SB,45,Fort worth,30,7,6,1,7,5,2,6,7,3,5,5,4,2,1,5,1,1,6,1,3,2,3,3,3,4,3,1,2,5,4,3,2,5,4,2,4,5,6,4,4,4,5,4,5,4,5,1,2,1,6,6,6,1,1,5,2,,3,,4,,gov,1,6,,2,4000,1,7,1,4,0,0,843
R_BtCSeligonuVc8p,45,Houston,70,6,3,2,6,6,2,6,6,2,4,3,3,7,2,5,3,3,5,3,4,3,3,3,4,3,3,7,2,2,5,7,7,5,4,6,6,4,5,5,4,4,4,3,6,6,4,1,4,1,7,6,7,2,1,5,2,,3,,4,,retire,2,10,,1,800,1,4,1,3,3,0,1120
R_3KHDilu3wcKmiw3,45,fort worth,32,5,3,2,4,3,3,5,5,4,3,5,5,5,2,5,3,2,4,4,5,3,4,3,5,2,5,5,3,3,4,5,4,5,4,3,3,2,4,4,3,5,4,5,4,6,5,2,6,4,5,4,7,2,1,5,2,,3,,6,,private,2,9,,1,800,2,6,1,3,1,0,465
R_3kvaawlF8Nk8Smz,45,Missouri City,49,6,5,3,7,7,3,7,7,2,2,3,3,4,5,1,6,2,3,2,2,1,1,1,2,1,1,7,3,1,2,7,7,3,5,5,4,5,6,4,6,4,4,4,5,3,5,1,6,1,7,7,6,1,1,5,2,,"1,3,7",,8,,gov,3,8,,1,450,2,4,1,3,3,0,1335
