time,sub,lang,state,city,sdacown,sdacee,sdacee2x,sdacnotnec,sdacwant,sdacss,sdacnotworth,sdacqol,sdacnotbad,siwastee,sidivest,sirenslow,sirenair,siglobal,siccdrastic,sisoc,sicccit,siccgov,siccrich,siccind,sicclux,sieeworth,siwestcut,siev,sisolar,sisolarenv,sifoodwaste,simeat,sidevair,siairpol,sinewbldg,sirenter,siweststd,sirichstd,sisuccess,sicomfort,sisaving,siwaste,dacown,dacee,dacee2x,dacnotnec,dacss,dacnotworth,dacqol,dacnotbad,pacee2x,pacnotnec,pacss,pacnotworth,pacqol,pacnotbad,bacvsother,bpayeeac,bpubtrans,age,gender,edu,employ,marital,caste,income,incometext,home,monthlyexp,n4wheel,n2wheel
720,R_2fqv2Y1qYDoWoiD,EN,32,Delhi,5,4,5,4,5,6,6,6,2,6,5,6,5,1,3,1,2,5,7,5,7,5,5,7,7,3,1,4,3,7,5,3,7,6,2,1,5,6,6,5,3,4,6,6,6,5,5,5,6,3,5,1,2,2,6,32,1,8,private,2,general,2,,1,7000,0,1
575,R_2QllTNO6zoqFFxy,EN,32,Shahara,5,4,5,2,5,7,5,6,5,3,4,4,5,5,4,3,6,6,6,5,5,5,4,5,3,5,6,4,6,2,4,5,4,3,3,5,5,4,5,3,5,4,3,5,6,6,5,5,4,7,5,6,5,2,3,30,2,7,gov,2,obc,7,,1,50000,1,2
873,R_33wmyjcsXF2nTQm,EN,14,Mumbai,4,6,6,4,6,6,6,7,4,6,6,5,6,4,5,5,4,5,5,4,4,4,6,5,6,5,4,4,6,5,6,6,6,6,5,5,4,6,5,6,6,5,7,5,5,5,6,4,7,6,7,6,4,4,6,29,1,7,gov,2,general,6,,1,20000,0,1
995,R_1EicF3qoo117c90,EN,32,New Delhi,7,5,5,3,7,5,3,5,4,4,2,4,6,4,2,4,3,4,4,5,2,4,5,3,5,5,3,3,2,4,4,4,5,4,4,4,4,4,5,5,5,4,4,4,5,3,6,5,5,4,5,2,3,2,2,36,2,9,private,2,general,6,,1,10000,1,2
682,R_1eRxWVaXT5kLp4g,EN,14,Mumbai ,7,7,7,7,7,7,7,7,7,3,6,6,5,6,2,2,2,3,2,3,1,2,3,2,1,2,1,2,3,4,2,2,5,3,1,2,4,2,7,7,7,2,7,1,7,7,6,2,6,6,6,4,6,5,6,20,1,5,private,1,obc,7,,1,25000,1,4
1101,R_2uw8DSem8lksmZf,EN,14,India,7,7,7,7,7,7,7,7,7,2,7,7,7,1,7,7,7,7,7,6,7,7,6,7,7,6,7,1,6,6,6,7,6,7,2,7,7,7,6,7,6,6,7,7,7,7,7,7,6,7,7,7,7,3,7,23,2,8,student,1,general,6,,2,60000,1,1
1467,R_2zkfTQvDwBBseQ6,EN,14,mumbai,2,2,2,2,5,2,2,4,1,6,4,2,4,5,5,2,4,4,2,6,2,6,3,6,4,6,2,2,2,6,5,3,5,5,1,4,4,6,3,6,4,4,3,6,6,4,2,7,6,5,2,2,3,0,5,20,1,6,student,1,general,4,,1,20000,0,0
1454,R_2ToYkVCNE51scWR,EN,14,MUMBAI,4,5,2,2,7,6,7,3,2,2,2,3,4,2,3,6,6,3,6,2,5,6,7,2,6,5,4,4,3,2,2,7,6,7,7,6,5,4,7,4,4,1,7,1,7,6,6,5,6,5,3,1,1,2,7,47,1,9,private,2,general,6,,1,20000,1,0
601,R_1i8mk9J9K2naHrx,EN,32,Delhi,4,5,4,4,5,4,4,6,4,3,3,2,4,4,4,3,5,3,4,3,5,3,3,3,2,4,3,3,3,4,3,4,3,3,3,4,4,3,5,5,5,5,5,5,5,5,5,5,6,3,5,5,3,3,5,39,2,7,self,2,sc,6,,1,80000,1,1
803,R_3kHu3pelcyEtPja,EN,14,Mumbai,4,5,5,4,5,5,5,5,4,6,6,5,7,1,5,6,5,6,5,6,6,6,5,3,3,4,1,2,6,6,4,4,3,6,7,2,3,7,5,5,4,3,4,4,5,5,5,3,4,5,5,6,3,3,5,33,1,7,private,2,general,3,,1,17000,1,1
1241,R_1n6GY6GGusnxOUR,EN,32,New Delhi ,5,6,6,2,5,2,2,3,3,6,7,3,6,2,3,2,2,5,4,7,2,2,6,5,3,2,1,3,4,4,6,5,3,5,5,6,2,6,5,5,6,3,5,3,6,3,7,5,5,3,5,2,2,4,5,30,1,7,private,2,general,6,,1,15000,1,1
883,R_1CjC84LAGHyBaOS,EN,32,New Delhi ,7,7,7,1,7,7,1,7,7,1,6,7,5,1,7,6,1,7,3,1,7,4,5,2,1,1,1,2,7,1,7,1,7,7,3,1,2,7,6,2,2,3,7,2,7,6,5,5,7,3,7,6,7,3,7,30,2,8,housewife,2,obc,6,,1,20000,2,1
558,R_1oaOJxhTIKG00D2,EN,32,Delhi,5,5,5,5,5,4,5,6,5,5,4,6,5,4,4,5,5,7,2,5,6,5,4,6,4,5,3,5,6,5,5,4,6,6,5,5,4,4,7,6,6,2,7,6,6,5,5,3,7,5,7,5,6,3,6,36,1,8,private,2,general,6,,2,36000,1,1
588,R_1N2DSkJnOgSRes3,EN,32,Delhi,5,5,4,4,5,4,4,4,4,6,6,5,5,5,4,5,5,6,5,4,5,6,5,4,4,6,5,5,5,3,4,5,4,6,5,5,3,6,6,6,6,5,5,5,6,6,5,5,5,5,3,3,4,2,6,36,2,7,self,2,general,6,,1,85000,1,1
1252,R_1KvbIbs3TEr8A4V,HI,32,Delhi ,3,2,2,1,7,2,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,6,6,7,7,1,1,7,2,7,7,2,2,5,38,1,8,self,2,obc,3,,1,30000,1,1
738,R_1hSAh3bWP4slANe,EN,32,New delhi,3,4,1,1,7,5,2,7,5,2,6,1,7,1,6,2,1,7,1,6,1,4,1,7,1,5,2,1,1,6,7,2,7,7,2,4,4,2,5,5,4,3,5,3,7,4,6,5,6,6,4,5,6,1,7,24,1,7,private,1,general,6,,1,12000,1,1
625,R_C7IbwM6SkVX2as1,HI,32,Delhi,5,6,4,6,7,5,6,6,3,5,6,6,5,7,4,6,7,5,7,7,2,6,5,7,7,4,6,7,7,6,6,5,3,7,6,2,3,7,7,6,7,6,4,6,7,7,7,7,7,7,7,7,5,4,5,26,1,4,unemploy,2,sc,1,,2,20000,0,0
639,R_3FIK8sNs9spEITt,EN,14,Kalyan,2,6,7,2,6,5,2,7,3,7,6,3,6,2,6,2,2,6,2,7,6,2,6,6,6,2,6,3,6,7,7,2,7,7,2,5,2,7,2,6,3,5,6,3,1,6,5,3,2,4,2,7,5,3,5,28,1,5,private,2,general,5,,1,20000,1,1
1493,R_2bIhlBYv8noG5Ri,EN,32,new delhi,4,6,4,2,5,7,3,5,4,4,4,3,5,4,3,4,4,6,3,3,3,3,4,4,6,5,5,3,3,5,5,4,5,5,2,4,3,4,7,6,5,2,2,1,6,3,2,2,3,5,5,1,1,2,3,23,2,8,gov,1,general,7,,1,40000,2,2
772,R_1Lo1MKX8vTmfbzZ,EN,32,Delhi,4,4,5,4,5,3,4,3,5,4,3,4,5,6,6,4,5,6,5,5,5,4,3,3,5,5,5,5,6,5,5,5,5,3,5,4,5,4,5,5,6,5,5,4,6,6,5,5,5,5,5,5,6,3,5,30,2,7,self,2,noans,6,,1,90000,1,1
719,R_wSlnz7BUTzdX3Fv,EN,32,Sangam vihar,3,2,2,2,2,3,2,3,2,2,2,3,7,3,2,2,1,4,2,1,2,2,1,2,2,2,4,1,1,2,3,2,3,1,1,2,2,1,7,5,4,1,5,3,1,2,2,2,5,5,7,3,1,1,7,20,2,7,self,1,general,2,,1,15000,1,0
3669,R_1ocEObPktQ6MjF2,EN,14,Pune,4,6,6,2,6,4,2,6,5,5,5,6,3,5,3,6,2,6,5,5,1,2,5,6,5,2,1,2,3,3,5,5,7,7,5,3,2,6,5,3,6,3,3,6,3,5,7,1,4,6,6,5,3,2,3,45,1,9,private,2,general,7,,1,2000000,1,1
2067,R_PtRN82AWyontTDr,EN,14,Thane,3,2,2,3,6,2,4,5,6,3,2,5,2,5,2,6,6,3,4,2,6,6,6,2,2,4,5,3,2,2,3,6,6,6,3,6,3,2,7,4,4,3,6,2,7,6,7,4,2,3,5,2,2,2,3,61,2,8,self,3,none,7,,2,45000,1,0
1176,R_cux6UbkW8DBHbG1,EN,32,Delhi ,5,6,4,3,7,7,2,5,3,2,2,5,2,3,5,5,3,7,1,5,2,5,4,4,4,3,5,2,3,5,5,2,6,5,6,3,1,3,6,6,7,4,7,6,6,6,3,4,5,6,4,3,3,1,5,33,2,8,private,1,obc,3,,1,15000,0,1
2003,R_2wT4S6qX26Ptpo7,HI,14,सांगली,2,4,4,2,5,4,4,4,4,5,4,2,5,2,5,2,2,5,4,3,3,3,4,6,4,2,2,3,5,5,4,2,3,4,4,3,2,6,5,5,5,2,5,2,5,5,6,2,6,2,6,2,5,3,6,56,1,3,handi,2,obc,3,,1,5500,0,1
984,R_1lmym0cNs24NN1R,EN,14,Panvel,4,7,4,2,7,6,2,6,6,7,5,3,5,2,4,4,3,5,3,5,2,4,5,5,3,4,2,3,2,4,3,2,4,4,2,2,3,2,7,3,3,2,3,3,6,6,4,2,5,3,6,6,3,1,5,49,1,6,private,2,general,1,,2,20000,0,0
726,R_ZrA8jxbb6nkmwpP,HI,14,Pune,4,3,4,3,4,4,4,5,5,5,4,2,6,4,2,3,2,6,3,4,3,2,3,6,6,2,2,3,4,6,4,2,4,4,6,6,2,4,5,5,5,4,3,4,3,3,3,3,2,3,3,3,3,2,3,25,2,8,self,2,general,7,,1,25000,1,2
927,R_2wi4o1JESH2Fop3,EN,14,Mumbai,4,3,3,3,2,7,4,2,4,6,4,3,6,2,3,6,7,4,4,5,4,4,3,2,6,5,6,3,4,3,6,5,7,5,6,5,4,5,5,5,6,3,5,4,7,7,7,5,6,4,6,6,5,3,6,27,2,9,self,1,obc,3,,1,12000,2,3
1104,R_riqpqRhJBGQOAb7,EN,14,Mumbai,7,2,6,2,2,2,2,2,2,2,4,3,6,7,5,4,2,5,3,3,3,3,3,4,6,2,2,4,3,3,3,4,6,6,3,6,2,7,6,6,7,1,7,1,7,1,7,2,6,1,7,7,6,3,3,36,2,8,private,2,general,7,,1,10000,1,1
937,R_2sSzIqLEI0iwY32,EN,14,Mumbai ,5,2,2,2,7,2,2,4,4,4,6,2,2,2,6,5,3,7,1,7,3,2,1,7,2,2,2,2,7,7,6,1,5,2,7,1,1,7,7,2,2,1,2,1,7,1,1,1,1,1,6,2,1,0,7,47,2,7,self,3,general,1,,1,14000,0,0
1128,R_1lgcCFLvqRxoRXD,EN,14,Mumbai,3,3,2,4,4,5,2,6,2,2,2,3,2,3,2,5,5,5,4,5,2,3,6,3,2,3,5,4,2,2,2,2,6,5,2,6,3,3,5,4,2,2,6,2,6,2,6,6,5,4,3,2,2,0,4,60,1,7,private,2,general,7,,1,30000,1,1
874,R_1qWFouLdck7y7yR,EN,14,Mumbai ,4,4,4,3,3,4,3,4,3,4,3,3,4,3,4,3,4,4,3,3,3,2,3,4,3,4,3,4,4,4,4,4,4,4,4,3,2,3,6,6,5,6,5,4,5,4,4,4,5,5,5,3,4,0,5,58,1,7,private,2,general,6,,1,40000,1,1
675,R_2OMzULjowERWmLu,EN,14,Mumbai,6,7,6,6,6,7,5,6,4,6,6,4,6,3,4,5,3,6,3,6,3,4,6,6,7,3,3,6,5,5,7,4,6,5,5,4,4,6,5,6,6,5,5,5,6,6,7,5,5,4,5,5,3,1,6,44,1,7,private,2,general,5,,2,12000,0,1
1046,R_2coTrzHiu8EV1TR,EN,32,New delhi Badarpur ,6,5,4,3,7,6,4,5,2,7,3,4,5,2,7,4,3,6,2,6,4,3,4,6,5,4,2,3,3,3,6,3,5,6,4,4,2,7,7,5,5,3,7,3,6,2,6,3,6,5,5,2,1,2,7,18,2,4,student,1,obc,5,,1,10000,0,1
602,R_cZaN2w5YKw0V66J,HI,32,Delhi,5,7,6,7,5,2,5,7,1,7,6,2,3,5,5,6,4,7,6,7,5,6,5,6,1,7,3,5,7,3,7,7,7,7,5,4,7,2,4,7,7,6,5,1,6,7,4,3,1,1,4,3,5,2,1,23,2,5,other,1,general,6,,1,19000,0,2
836,R_1JJE9aihOl7pVrs,EN,32,New delhi,4,2,2,2,3,6,2,2,2,3,3,2,2,3,3,4,3,3,2,6,3,2,5,4,4,4,3,2,3,4,2,4,2,2,4,4,3,3,3,2,5,5,1,2,3,6,6,6,3,2,5,2,3,2,7,29,2,8,gov,2,general,7,,3,67000,2,2
2431,R_3L4H7vZOFLDiOwc,EN,32,Delhi,7,3,2,1,7,2,1,4,5,5,1,2,4,6,2,5,3,5,1,2,2,6,2,6,1,6,7,2,1,3,3,6,6,5,4,3,3,5,7,4,4,1,1,1,1,4,4,1,1,1,5,3,5,0,2,63,1,8,retire,2,general,7,1340000,1,20000,1,0
1288,R_rjLzWvXh8WRjtkJ,EN,32,New Delhi,6,4,4,3,6,5,4,6,6,2,2,2,5,2,7,6,4,6,4,6,1,4,3,2,2,4,2,3,2,7,5,4,6,6,2,6,3,2,5,2,2,2,5,5,5,2,3,2,7,3,5,6,3,3,3,26,1,7,private,2,obc,5,,1,15000,1,1
1756,R_3lJLiSFau5fEyfX,EN,14,Pune,3,6,4,3,4,5,4,7,2,3,3,2,4,2,2,5,2,3,2,2,2,2,2,2,3,3,1,3,1,2,2,3,5,2,3,4,2,2,6,5,6,2,5,3,5,3,6,3,6,6,5,3,3,2,5,36,1,8,self,2,general,7,,1,25000,1,1
1562,R_2RRghwdiy79k3b2,EN,32,Naraina vihar,4,4,4,2,7,2,3,6,5,2,5,2,6,1,5,3,2,6,5,6,3,2,2,3,5,3,2,2,2,5,5,3,5,7,2,3,3,5,6,5,6,3,6,3,6,5,6,2,5,2,6,3,3,1,3,20,1,6,unemploy,1,general,6,,1,20000,1,1
1489,R_3ffqHUerzzMUyYV,EN,14,Pune,7,5,6,4,7,7,2,6,6,3,1,5,6,1,3,2,1,5,1,1,5,5,1,1,5,6,2,2,7,5,6,3,7,7,6,6,5,1,6,6,4,7,7,4,5,1,6,6,6,5,6,1,4,0,5,19,1,4,student,1,other,1,,1,5000,0,2
1446,R_3k4XB9L5VAqOjku,EN,32,Delhi ,2,2,2,4,4,6,3,5,5,4,3,4,2,4,2,6,7,5,5,5,1,2,6,3,1,5,4,1,3,3,6,4,7,7,4,6,2,5,6,2,2,2,6,3,6,6,7,3,6,5,6,2,3,2,6,30,1,8,private,1,general,6,,1,10000,1,1
1106,R_1mDv7tt5Bi2a16k,EN,14,Mumbai,4,3,3,4,7,7,5,3,2,7,7,4,7,3,7,4,5,7,4,4,4,4,4,7,4,4,2,5,7,7,4,4,7,6,6,7,6,4,7,3,4,3,6,3,6,7,5,5,2,3,7,4,4,0,3,25,1,7,private,2,general,6,,1,25000,3,3
1436,R_1IlRZRuK6bRNvh8,HI,32,New Delhi,3,4,4,5,6,6,3,5,3,3,3,3,5,4,4,3,6,5,5,4,4,6,5,2,3,2,6,5,4,3,2,4,6,5,5,5,5,3,6,7,5,6,6,5,6,5,5,5,5,3,6,6,6,1,6,27,1,8,private,2,general,6,,1,15000,1,2
553,R_2TUcQsfwgJHVSMJ,EN,32,Ashok Vihar,5,4,5,4,4,4,5,3,5,6,4,4,5,3,2,3,3,3,5,3,4,5,4,3,1,7,3,6,2,3,5,3,3,5,4,5,5,6,5,3,3,5,3,3,5,1,4,5,6,3,2,5,5,3,3,29,1,9,private,2,general,7,50000000,1,40000,2,1
637,R_2waafaDfbb9HoGE,EN,14,Dombivli,3,6,7,6,6,3,6,6,6,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,2,3,3,3,3,3,3,3,3,4,7,7,7,1,1,1,0,7,53,1,8,self,2,unknown,5,,1,15000,0,0
1142,R_2X7If78NgIni5VH,EN,14,pune,4,5,3,3,5,4,2,6,5,2,2,3,6,6,5,3,2,7,2,7,1,5,5,6,6,3,2,3,2,5,6,2,3,3,3,4,2,5,6,5,4,3,4,3,6,5,6,3,4,2,5,1,2,2,7,24,2,9,private,1,obc,6,,3,30000,1,3
2179,R_bm95kUjbkQiXpw5,HI,32,Delhi,4,3,3,2,7,6,3,6,6,3,4,2,4,2,4,3,2,6,2,6,2,3,3,2,4,4,2,5,2,5,5,6,3,5,2,4,3,5,7,4,4,2,6,2,5,5,6,4,4,4,3,2,1,2,7,50,1,7,private,2,general,5,,2,20000,0,0
1311,R_WBxveaa3fj4vKaB,EN,14,mumbai,4,4,5,5,6,4,6,4,6,4,7,6,6,6,6,6,6,6,6,5,4,5,6,5,6,6,6,6,5,6,6,6,4,6,5,6,6,6,5,6,3,6,5,6,5,5,6,6,6,3,6,6,6,1,6,31,1,8,private,2,obc,4,,1,10000,1,1
908,R_21ntlVghu5KE3BJ,EN,32,New delhi,5,5,5,5,6,6,5,6,6,2,5,4,6,2,6,4,3,5,4,4,5,4,6,5,6,6,3,4,5,4,6,3,6,3,3,3,5,5,7,3,6,2,7,6,6,7,7,3,6,3,6,6,3,3,7,39,2,8,self,2,general,6,,1,40000,1,2
1028,R_3jUKJ3uCwlbmJwW,EN,14,Mira Bhayandar,5,5,1,2,7,6,3,6,6,2,3,1,3,3,6,5,2,5,1,7,6,4,4,2,6,7,5,3,1,4,7,2,7,1,5,6,3,7,4,5,5,1,6,3,4,6,5,3,2,4,4,3,2,4,7,48,1,8,private,2,general,5,,1,5000,0,1
1773,R_1r6st21M81iCbaG,EN,14,mumbai,6,2,6,2,5,5,2,6,6,1,2,2,3,5,2,6,7,3,5,3,6,2,2,2,2,6,4,2,1,2,2,7,6,7,1,6,6,2,7,2,1,1,6,1,5,4,5,2,1,2,5,5,5,1,5,58,1,7,self,2,general,6,,1,45000,1,1
934,R_21ui10HPwgfTme5,EN,32,Delhi,6,2,4,4,7,2,3,5,6,5,4,4,4,3,4,4,3,6,1,6,4,4,4,5,4,5,2,2,4,5,6,4,6,6,3,3,3,3,5,4,5,5,5,3,5,4,6,3,3,3,6,3,2,2,6,26,1,7,private,1,general,5,,1,40000,1,0
1325,R_VUNOR07aomo86Zj,EN,32,Delhi,6,3,2,3,6,6,2,5,6,1,5,4,1,3,2,6,4,2,1,1,1,4,2,2,4,4,4,3,1,1,4,4,6,7,1,5,2,3,7,6,4,2,7,1,6,4,4,3,7,3,2,2,1,2,4,26,1,8,self,1,noans,7,,1,40000,1,2
1392,R_1r8ronPwvU5CSlT,EN,32,Delhi,3,2,2,3,6,7,3,4,2,3,4,4,3,6,2,5,2,6,4,6,4,4,1,3,2,5,3,3,2,3,2,2,7,7,1,2,4,3,6,3,2,1,7,2,6,4,6,7,1,6,1,1,1,1,7,32,2,9,private,2,general,3,,2,19000,1,1
708,R_7VvGUPrq4blQxQ5,EN,32,Delhi,3,4,4,5,3,5,4,5,4,6,6,3,6,2,4,3,2,5,2,6,3,3,7,4,5,5,2,6,2,6,6,3,4,5,3,4,5,6,6,5,5,2,5,3,5,2,6,5,4,3,5,4,2,2,5,58,1,7,self,2,general,5,,2,8000,0,1
1242,R_2WYgJtEf7Gq39dr,EN,14,Pune,5,3,4,2,7,7,2,3,2,5,6,2,6,2,6,4,2,6,6,4,4,3,3,6,3,2,4,3,2,5,6,3,2,6,6,6,2,3,6,6,6,3,6,3,6,3,5,4,3,3,3,4,2,2,3,29,1,7,private,2,obc,5,,2,8000,0,2
1784,R_1hYxeMDyG1LBLKm,EN,14,mumbai,6,5,3,3,6,6,3,3,3,1,2,4,3,5,3,4,3,5,1,3,1,3,3,3,4,5,3,1,2,2,3,2,7,3,3,4,5,4,7,5,5,6,2,2,2,5,3,7,4,5,1,2,2,1,6,24,1,5,private,1,general,5,,2,20000,0,2
1581,R_24OhRs5YksqoJGN,HI,32,New Delhi ,3,5,5,2,6,7,4,7,3,4,6,2,3,1,2,7,3,6,3,5,2,2,5,3,5,2,5,3,3,4,5,3,6,7,1,6,4,3,7,6,5,2,7,4,7,4,6,2,7,3,7,1,1,1,2,41,2,4,housewife,2,general,5,,1,20000,1,1
899,R_1mn3tLpYI5teQnl,EN,14,Mumbai ,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,6,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,4,7,21,2,7,self,1,general,6,,1,20000,1,1
1774,R_3efpsxCQHCqWytb,EN,32,new delhi,4,5,4,2,7,7,4,6,4,5,5,3,4,1,3,3,1,7,3,3,1,5,7,4,4,4,1,4,2,4,4,2,6,6,2,4,2,6,7,5,5,2,7,3,6,4,4,7,1,5,1,1,2,1,1,30,1,7,private,2,obc,6,,1,15000,1,1
1269,R_2EEJogkdVRzPPt0,HI,14,Pune,3,2,1,3,6,6,5,5,3,2,2,2,2,2,3,5,2,4,2,4,3,6,4,4,6,2,2,5,2,2,6,3,6,6,3,2,2,6,7,4,1,1,6,1,7,5,1,2,5,2,5,2,1,1,2,36,1,8,private,2,general,7,,2,25000,1,3
1023,R_ZlS7oU3VapskFQR,EN,14,Mumbai ,3,3,2,5,3,5,2,4,4,7,5,4,6,6,4,4,2,7,6,6,4,3,6,5,4,5,1,6,4,7,6,4,5,4,6,4,1,6,6,5,4,3,6,2,6,3,4,3,1,3,5,5,1,1,6,40,2,7,self,2,general,6,,1,4000,1,1
2586,R_3OqO6QNA5aCbPqv,EN,14,Mumbai ,2,3,3,3,4,3,3,2,5,5,3,3,2,3,3,3,3,5,3,4,4,3,5,2,2,3,2,3,3,5,3,3,5,6,2,3,2,3,5,5,5,3,3,3,5,5,6,2,2,2,6,6,4,2,5,65,1,7,retire,2,general,7,,1,35000,1,1
977,R_1mIN1KaES769D6J,EN,32,Delhi,5,6,5,5,6,4,3,6,4,5,5,5,4,5,4,4,4,6,2,5,5,5,4,3,5,4,4,6,6,5,6,4,4,4,2,4,5,5,6,5,5,5,7,2,6,1,3,2,6,3,6,5,5,3,6,40,1,6,private,2,general,5,,1,15000,0,1
748,R_1n1maN16Tz60iVD,EN,14,nashik,3,5,5,6,3,5,6,5,7,4,5,4,4,2,4,3,2,6,4,6,5,5,5,7,4,5,4,2,2,5,4,5,4,5,4,2,5,4,2,1,4,5,2,3,3,2,2,3,5,5,4,5,1,3,3,21,1,5,self,1,general,1,,1,10000,0,2
575,R_3oABglzF2aLEJiX,EN,14,Mumbai ,4,6,6,4,6,6,4,6,4,4,6,6,6,2,6,6,6,6,6,4,6,6,6,6,6,6,2,4,6,6,6,2,6,6,6,6,6,4,5,6,6,3,6,6,6,5,5,5,6,2,6,4,6,5,6,41,2,7,housewife,2,general,4,,1,10000,0,2
746,R_1Ffx7WcC009t5dr,EN,32,Delhi,4,5,2,2,7,6,2,6,3,5,5,5,3,2,6,5,2,5,2,7,2,3,6,5,5,2,2,5,1,5,7,2,6,5,2,6,2,5,6,5,3,2,5,1,7,3,3,6,3,5,3,2,1,2,3,30,2,7,private,2,general,6,,1,30000,1,2
551,R_2dtKnradGgRmerE,HI,14,Jalgaon,2,6,7,6,4,6,6,7,6,4,3,5,4,2,4,6,4,6,7,3,3,2,3,6,2,4,5,6,4,2,5,4,6,3,4,4,3,2,1,3,3,1,3,6,5,2,7,6,7,5,5,5,4,3,5,20,1,4,student,1,general,1,,1,1,0,1
3039,R_2aKw1ZB5oSlXBi7,EN,14,Pune,3,2,3,5,2,5,3,4,4,4,5,4,4,3,3,3,3,3,3,4,3,3,3,5,4,4,3,4,5,6,4,3,3,4,3,3,2,5,4,2,5,3,5,4,4,7,6,5,4,5,3,3,1,1,3,35,2,8,self,2,noans,4,,1,45000,1,2
1291,R_22WVvh2B9Ao3Xk5,EN,14,Mumbai,2,3,4,2,5,4,4,4,2,5,5,3,5,3,5,3,2,6,4,5,2,3,6,5,3,5,3,2,3,3,4,1,4,6,2,3,2,6,6,5,5,2,5,2,6,2,6,3,3,2,5,1,2,3,1,27,1,8,private,1,general,6,,1,20000,0,2
702,R_1NCEMDMGYncjG2d,EN,32,New Delhi,6,7,6,3,7,5,6,6,1,6,4,4,7,6,4,5,7,5,3,6,6,6,2,7,5,6,7,5,4,7,7,6,5,7,5,6,4,3,5,7,3,2,5,3,2,6,5,6,3,3,3,1,2,2,5,37,1,8,private,2,general,3,,1,5000,1,1
873,R_1Hej0LBTBNLb253,EN,32,Delhi,4,4,2,6,7,5,6,6,5,7,6,6,5,5,5,5,5,6,5,7,5,5,5,6,5,5,7,2,4,7,4,4,5,7,6,4,6,5,4,5,5,5,6,5,7,5,4,6,4,4,6,6,5,1,5,36,1,7,private,2,general,5,,1,14000,0,1
955,R_1jreR5BfErlrZCk,EN,14,Mumbai,4,7,6,5,6,7,5,6,5,5,6,4,5,6,6,2,2,5,5,5,3,2,5,5,6,3,2,3,5,5,7,5,5,6,4,2,3,4,5,5,3,5,5,2,7,5,7,5,7,5,7,5,5,1,7,39,2,8,private,2,general,6,,1,45000,1,2
2449,R_3MLStb46gQsSRBf,EN,14,Mumbai,5,5,6,2,4,6,2,6,6,6,5,3,5,5,6,2,1,7,3,7,1,2,3,2,5,4,1,4,2,3,6,2,5,2,4,1,2,7,3,2,3,5,5,6,3,5,5,3,5,4,6,2,3,3,6,50,1,7,private,2,general,3,,1,40000,0,1
923,R_26bdLmRyq0rzPvQ,EN,32,Delhi ,6,6,6,5,6,6,5,6,6,6,5,5,7,6,6,5,4,6,5,5,6,5,5,5,5,5,6,6,6,5,6,6,6,6,5,6,6,6,2,3,2,3,1,2,2,3,6,5,5,6,5,5,5,3,5,30,2,8,private,1,general,6,,1,30000,1,1
667,R_Ufs6T2nRQKOxFcd,EN,32,New Delhi,6,6,6,2,7,7,7,7,7,4,7,6,7,6,6,5,5,7,7,6,4,6,6,6,6,7,2,3,7,6,7,6,7,7,6,7,6,7,7,6,6,3,7,6,7,7,7,3,6,7,7,7,7,5,6,40,1,9,private,2,obc,7,4000000,1,10000,2,2
1071,R_2czROUu2sTTnOai,EN,32,New delhii,4,4,4,3,5,4,3,4,4,4,5,3,4,6,3,5,5,5,3,3,4,5,4,4,3,4,5,3,6,6,4,5,4,5,3,2,3,5,6,3,5,2,5,5,6,3,6,4,6,6,6,6,6,0,3,40,2,6,self,2,general,6,,1,30000,1,1
1325,R_1Ce9JY1PVkktFuX,EN,14,MUMBAI,4,4,5,2,7,3,2,3,6,1,3,2,4,2,2,2,1,3,2,4,1,1,1,4,6,1,6,2,6,6,5,2,4,2,3,2,6,4,5,6,7,1,5,1,5,4,5,2,6,1,4,7,2,3,3,63,2,7,retire,2,general,5,,1,45000,1,1
714,R_Xp2YsVvp3BnHV7z,EN,14,Mumbai,3,5,5,4,5,2,3,5,5,2,4,3,3,4,3,6,4,4,2,2,3,3,3,2,2,2,2,2,3,3,3,4,3,5,4,5,3,4,5,5,5,4,4,4,5,5,5,4,4,4,5,4,4,1,3,19,1,7,student,1,general,6,,1,25000,1,2
1486,R_brsD0oUF7Tm6z1n,EN,14,Bhandara ,3,3,2,5,5,4,5,3,4,2,2,1,3,5,2,2,4,7,4,2,2,5,3,2,2,4,4,3,3,2,2,6,2,3,2,3,5,5,5,5,5,5,5,2,5,3,5,2,5,2,6,4,5,2,5,65,1,8,retire,2,general,6,,1,35000,1,1
764,R_bswzNgiJ91ztBF7,HI,14,Thane,3,2,1,3,4,4,4,4,6,4,4,6,4,2,6,4,6,7,2,1,6,2,5,5,3,4,5,5,4,7,6,4,4,1,5,4,5,2,3,1,4,3,3,2,3,3,5,5,5,3,4,4,5,3,5,35,1,9,self,2,obc,6,,1,50000,1,2
